wafer_id,lot_id,process_stage,temperature_C,pressure_mbar,defect_count,equipment_log,defect_type,hour,exposure_time_ms
WFR-00017,LOT-1,Implantation,172.51228304142765,2.8014368902960287,2,EQ-ETCH-06:2025-01-22T22:08:24.591518 - 10,,9,100.65459268274583
WFR-00018,LOT-3,Implantation,162.64294870082577,2.6456368951595826,1,EQ-ETCH-04:2025-01-10T21:10:16.897408 - 71,,17,98.8935538015416
WFR-00019,LOT-1,Lithography,156.8147968758809,3.183076094454768,0,EQ-PHOTO-07:2025-01-31T01:10:58.550288 - 50,,11,83.41420623154852
WFR-00020,LOT-3,Etching,125.7505101096295,3.374934743304387,3,EQ-ETCH-06:2025-01-22T03:46:45.683456 - 21,Particle,7,199.35481560309637
WFR-00021,LOT-4,Lithography,128.9289964693909,3.0480679211274224,1,EQ-PHOTO-08:2025-03-02T17:14:09.195240 - 59,,18,114.19926118713038
WFR-00022,LOT-2,Implantation,137.67732506638407,3.279399180592259,1,EQ-ETCH-08:2025-01-13T21:12:59.457526 - 83,,18,100.46230660335297
WFR-00023,LOT-1,Deposition,144.14971353379136,4.153157192617575,2,EQ-ETCH-03:2025-01-04T14:50:21.925261 - 97,,14,197.7570427096029
WFR-00024,LOT-2,Etching,163.33438746783338,3.610011085493906,2,EQ-PHOTO-01:2025-02-11T07:58:02.978390 - 40,Particle,10,172.34262170339326
WFR-00025,LOT-3,Lithography,137.72537273892948,2.717632672311216,1,EQ-ETCH-04:2025-01-08T10:00:55.640434 - 98,,16,73.57486656625075
WFR-00026,LOT-1,Lithography,110.45596377491307,,2,EQ-ETCH-03:2025-03-20T16:14:26.021564 - 40,,10,102.06482464490502
WFR-00027,LOT-2,Deposition,170.54750522356815,,4,EQ-PHOTO-02:2025-04-01T01:18:22.857764 - 81,,17,166.72362586356738
WFR-00028,LOT-1,Etching,173.41914229945604,2.57977942728426,2,EQ-PHOTO-02:2025-03-08T17:50:52.820007 - 20,Overetch,12,86.17957533263076
WFR-00029,LOT-4,Lithography,151.20501971127285,3.307809594755935,0,EQ-ETCH-07:2025-02-10T22:56:54.408199 - 10,,11,113.89847059960623
WFR-00030,LOT-3,Etching,197.61574958543235,2.6220868559797506,3,EQ-ETCH-01:2025-02-14T15:54:20.873146 - 46,Overetch,16,116.33323240859384
WFR-00031,LOT-3,Lithography,133.92677752323743,3.336389500693189,2,EQ-PHOTO-06:2025-03-06T23:31:41.817954 - 92,,15,92.54066199997737
WFR-00032,LOT-4,Etching,156.0730025613802,3.966595917536443,0,EQ-ETCH-01:2025-01-30T14:59:41.144068 - 33,,9,149.1651664641376
WFR-00033,LOT-4,Implantation,153.19085460209664,2.9369310275450733,1,EQ-PHOTO-01:2025-03-11T22:26:24.430199 - 56,,18,151.14139942032892
WFR-00034,LOT-3,Etching,147.544919555094,3.218628783460268,1,EQ-PHOTO-02:2025-01-21T11:08:56.578743 - 66,Particle,11,59.54830523672265
WFR-00035,LOT-4,Etching,136.13008395615458,3.1459529556839256,3,EQ-PHOTO-06:2025-02-11T01:05:38.502566 - 40,,7,163.18222132517374
WFR-00036,LOT-2,Deposition,167.49539980257848,2.533108723414209,1,EQ-ETCH-04:2025-03-24T00:12:24.148545 - 89,,14,146.84052199853244
WFR-00037,LOT-1,Deposition,155.6801763826431,2.631798023891636,1,EQ-PHOTO-04:2025-01-12T20:38:57.150882 - 36,,9,150.25986821591852
WFR-00038,LOT-4,Lithography,162.48032210866864,3.1796432088939635,2,EQ-PHOTO-03:2025-03-07T16:53:28.037703 - 14,,16,194.14922297734788
WFR-00039,LOT-1,Etching,135.29113960674482,3.065660609424588,3,EQ-ETCH-09:2025-03-12T19:50:22.064111 - 56,Particle,17,163.1538842282822
WFR-00040,LOT-3,Etching,184.89936546636957,2.9333191223524238,3,EQ-PHOTO-06:2025-01-05T09:32:11.524378 - 61,Overetch,12,101.71707475107783
WFR-00041,LOT-1,Deposition,137.53457467099693,3.466061038052984,1,EQ-PHOTO-05:2025-01-16T06:16:25.474203 - 70,,16,127.97029389627706
WFR-00042,LOT-3,Implantation,154.94439044521218,3.233036198715363,2,EQ-ETCH-06:2025-02-08T14:05:28.348517 - 70,,16,137.0521908165785
WFR-00043,LOT-4,Lithography,189.5917601954621,,4,EQ-ETCH-02:2025-02-15T10:52:50.941953 - 57,,14,183.521229392331
WFR-00044,LOT-4,Deposition,167.04156132688053,2.535779959238875,1,EQ-ETCH-06:2025-01-14T05:01:02.221448 - 21,,12,102.75464160304516
WFR-00045,LOT-2,Lithography,156.7843863603147,2.799803217051133,1,EQ-PHOTO-08:2025-01-01T19:40:22.890402 - 81,,8,94.75381045659529
WFR-00046,LOT-4,Implantation,177.00991501227998,3.7265614274869447,0,EQ-ETCH-01:2025-03-02T07:33:04.805345 - 22,,7,152.5486053569405
WFR-00047,LOT-2,Lithography,138.60677503962455,3.8440365065296898,1,EQ-ETCH-03:2025-03-11T13:04:06.837908 - 85,,16,95.45783487131831
WFR-00048,LOT-4,Etching,174.71936621118948,2.570349767689214,4,EQ-ETCH-03:2025-01-22T19:33:35.646244 - 43,Overetch,19,135.30826815542576
WFR-00049,LOT-3,Lithography,133.36296872430154,2.8053498984494616,2,EQ-ETCH-01:2025-02-26T20:23:37.400712 - 89,,16,94.12611861096738
WFR-00050,LOT-2,Deposition,142.7650649367199,,1,EQ-PHOTO-01:2025-01-21T02:43:30.086172 - 84,,11,159.32225578988408
WFR-00051,LOT-4,Etching,200.0,3.7042849954704886,4,EQ-PHOTO-02:2025-02-06T10:01:11.451811 - 30,Overetch,16,186.2867983763953
WFR-00052,LOT-3,Deposition,155.4732890298593,2.9322064671708605,2,EQ-ETCH-03:2025-02-09T13:39:28.260193 - 84,,17,120.48342857356442
WFR-00053,LOT-4,Etching,200.0,2.9150831803249497,2,EQ-PHOTO-07:2025-02-10T03:23:21.323542 - 68,Overetch,8,149.393593430184
WFR-00054,LOT-2,Deposition,147.9478462615215,2.867818489214008,2,EQ-ETCH-04:2025-01-11T10:12:29.885036 - 77,,17,107.41116408995276
WFR-00055,LOT-1,Implantation,174.41605195480514,3.054415265575348,2,EQ-ETCH-03:2025-03-07T11:02:50.920058 - 60,,11,63.469584258983886
WFR-00056,LOT-2,Etching,161.5518103408759,3.1717193904951064,0,EQ-ETCH-08:2025-01-31T06:35:06.671697 - 46,,12,51.40656978809414
WFR-00057,LOT-1,Deposition,152.67567530615204,3.9392484713722737,1,EQ-PHOTO-03:2025-01-21T14:20:02.104392 - 74,,9,155.45301051435172
WFR-00058,LOT-1,Etching,160.72574486609537,3.732066924990717,1,EQ-ETCH-03:2025-02-05T10:21:05.017259 - 78,Particle,10,127.95852737728126
WFR-00059,LOT-1,Deposition,157.21148304642966,2.4590719762772872,1,EQ-ETCH-05:2025-01-10T06:51:50.463791 - 43,,6,93.64794580462281
WFR-00060,LOT-3,Etching,152.23392533927506,2.906245951514082,1,EQ-PHOTO-02:2025-03-17T09:13:35.789614 - 37,,6,134.48097129662003
WFR-00061,LOT-2,Etching,118.3272188754816,3.010200878717061,3,EQ-ETCH-09:2025-01-04T21:36:30.886552 - 98,Particle,19,84.8839944866083
WFR-00062,LOT-4,Deposition,149.28580064951225,2.7781617427365046,1,EQ-ETCH-06:2025-01-23T02:30:35.353743 - 60,,13,188.30607957237112
WFR-00063,LOT-3,Deposition,152.64815077285567,3.5013047839687776,1,EQ-PHOTO-08:2025-01-17T16:41:53.160784 - 98,,11,111.05781271448507
WFR-00064,LOT-4,Etching,200.0,3.674190707974408,2,EQ-PHOTO-04:2025-01-08T09:53:45.307128 - 82,Overetch,6,89.35921165421544
WFR-00065,LOT-2,Deposition,104.79049973681512,2.7601230158498846,1,EQ-ETCH-04:2025-03-10T10:48:16.761423 - 98,,16,142.22392285412337
WFR-00066,LOT-2,Lithography,182.347068016862,3.006009855767708,0,EQ-ETCH-08:2025-02-28T11:14:32.890700 - 82,,10,113.40464711411269
WFR-00067,LOT-3,Lithography,170.96532077821308,3.4485112943992364,3,EQ-PHOTO-01:2025-02-12T10:52:06.448594 - 58,,19,104.5143547151724
WFR-00068,LOT-2,Lithography,163.71232484425704,3.534202389029475,0,EQ-ETCH-05:2025-04-05T10:33:00.713963 - 23,,10,149.5507436891835
WFR-00069,LOT-4,Etching,164.62748689557506,2.748051777803315,2,EQ-ETCH-09:2025-01-20T18:55:20.219490 - 35,Particle,13,51.91129379838467
WFR-00070,LOT-1,Etching,129.3909743829096,3.2390718395540183,1,EQ-PHOTO-08:2025-01-26T15:03:21.841873 - 14,Particle,6,114.62750031496921
WFR-00071,LOT-4,Implantation,189.01633017389747,2.653489131235784,2,EQ-PHOTO-04:2025-01-22T13:10:40.910421 - 77,,6,72.97207184673091
WFR-00072,LOT-1,Deposition,174.6928382443357,3.528313165604312,2,EQ-PHOTO-07:2025-01-04T19:21:09.334394 - 25,,6,154.18191673989384
WFR-00073,LOT-2,Deposition,155.01555733458244,,1,EQ-ETCH-06:2025-02-02T18:39:16.084767 - 96,,17,96.0175113787677
WFR-00074,LOT-4,Deposition,155.71330286210176,3.056000658001231,0,EQ-PHOTO-03:2025-04-11T06:27:27.466794 - 77,,12,74.98542384396463
WFR-00075,LOT-2,Deposition,147.82369613854846,2.762498417239913,3,EQ-ETCH-04:2025-02-08T06:05:48.063898 - 63,,19,76.8803342317047
WFR-00076,LOT-1,Deposition,161.88797286042148,2.508589638840756,2,EQ-ETCH-01:2025-01-27T01:54:32.548879 - 90,,9,100.26079977509588
WFR-00077,LOT-3,Lithography,149.11290911814856,2.714679311949946,1,EQ-ETCH-06:2025-03-24T06:34:03.401955 - 10,,16,129.41835659183403
WFR-00078,LOT-2,Etching,169.2370471333035,2.827094323583676,0,EQ-ETCH-03:2025-01-06T02:17:08.898796 - 47,,12,173.14754704378677
WFR-00079,LOT-2,Implantation,158.75997182863708,3.624165725626729,1,EQ-PHOTO-06:2025-02-21T09:52:36.728115 - 90,,15,113.98806252720877
WFR-00080,LOT-3,Deposition,198.606068270626,2.764371568169744,4,EQ-PHOTO-06:2025-03-06T21:21:50.666120 - 57,,17,82.09711186501018
WFR-00081,LOT-4,Etching,132.69449796054397,,1,EQ-PHOTO-07:2025-01-11T00:14:02.905328 - 87,,10,76.99150131114658
WFR-00082,LOT-2,Implantation,153.19948980504017,2.663537107387021,1,EQ-ETCH-09:2025-01-06T21:07:57.567978 - 32,,17,98.07497203990309
WFR-00083,LOT-4,Implantation,174.54890418229226,3.4604072852146155,0,EQ-ETCH-03:2025-03-09T03:36:53.448314 - 76,,12,125.00358465253885
WFR-00084,LOT-1,Etching,184.8002980366069,3.5280377865734005,3,EQ-PHOTO-08:2025-03-31T03:05:08.359719 - 85,Overetch,10,137.1201881282846
WFR-00085,LOT-3,Etching,180.32337361216497,3.3920756759530253,3,EQ-PHOTO-04:2025-03-14T15:46:07.517358 - 44,Overetch,18,142.5394742162167
WFR-00086,LOT-3,Implantation,200.0,2.822847522760753,0,EQ-ETCH-06:2025-02-20T15:03:56.587103 - 49,,9,85.06204606685863
WFR-00087,LOT-3,Etching,192.63725480942264,2.6676678544331365,0,EQ-PHOTO-06:2025-01-07T02:21:40.922704 - 66,Overetch,12,96.46122159640419
WFR-00088,LOT-3,Deposition,137.50465581382065,2.5391941087241325,1,EQ-ETCH-07:2025-02-08T06:32:20.302870 - 36,,11,178.82450288361474
WFR-00089,LOT-3,Implantation,135.20862239841034,3.38444314561956,1,EQ-PHOTO-04:2025-02-06T12:36:05.393985 - 54,,9,96.43522253591924
WFR-00090,LOT-3,Etching,158.8499958343457,2.7701663385696063,0,EQ-PHOTO-09:2025-02-05T17:56:52.642920 - 38,,6,99.57257874284912
WFR-00091,LOT-1,Deposition,141.27537340101378,3.425589517216625,0,EQ-PHOTO-01:2025-03-20T05:04:36.927781 - 75,,12,73.49011929579224
WFR-00092,LOT-1,Etching,162.3802228829755,2.572561778325631,1,EQ-PHOTO-09:2025-03-02T12:07:42.714708 - 47,,13,120.37080027311006
WFR-00093,LOT-4,Etching,170.13994362087806,2.895697417894234,4,EQ-PHOTO-07:2025-02-09T07:12:46.066104 - 15,Overetch,10,137.2213684274819
WFR-00094,LOT-2,Implantation,155.46766867141113,2.772225440545808,2,EQ-PHOTO-07:2025-01-26T00:32:15.103479 - 61,,16,116.59911859063399
WFR-00095,LOT-4,Deposition,100.85465614980176,2.6426608492387675,2,EQ-PHOTO-09:2025-03-29T08:00:14.716975 - 91,,15,184.72111024038443
WFR-00096,LOT-3,Implantation,134.88770379721177,2.1274147767024973,1,EQ-ETCH-04:2025-01-18T05:49:10.084243 - 50,,17,127.17293621310623
WFR-00097,LOT-2,Etching,181.4803696154499,,4,EQ-ETCH-07:2025-03-12T01:31:31.683254 - 33,Overetch,14,106.71991731972389
WFR-00098,LOT-3,Etching,200.0,3.5640880630227856,6,EQ-PHOTO-03:2025-01-24T10:55:43.331846 - 71,Overetch,13,144.0954236364638
WFR-00099,LOT-4,Deposition,141.92588447762083,2.581895031650555,3,EQ-ETCH-08:2025-03-30T14:15:14.403070 - 29,,7,149.512775938466
WFR-00100,LOT-1,Lithography,142.02311751845076,3.3349259848290136,1,EQ-ETCH-05:2025-04-07T04:16:12.653921 - 14,,16,167.68585855557788
WFR-00101,LOT-3,Implantation,148.21701771382013,3.007570678312291,0,EQ-PHOTO-08:2025-04-03T11:08:26.430178 - 94,,12,144.73060037227754
WFR-00102,LOT-3,Etching,200.0,2.827722204916496,5,EQ-PHOTO-01:2025-01-04T22:22:24.020385 - 58,Overetch,13,72.99772854504512
WFR-00103,LOT-4,Deposition,151.07432348678466,2.788030771608679,0,EQ-PHOTO-05:2025-02-18T08:42:27.048530 - 64,,9,90.5639710206896
WFR-00104,LOT-4,Etching,100.0,2.958952550673592,0,EQ-PHOTO-04:2025-02-02T21:15:37.844712 - 93,,6,142.94136865125046
WFR-00105,LOT-1,Lithography,185.75277809433987,3.33310603950531,1,EQ-ETCH-07:2025-01-16T13:47:25.218814 - 61,,6,195.029893224329
WFR-00106,LOT-1,Deposition,163.83277410075738,2.386110566262009,1,EQ-ETCH-03:2025-03-01T14:29:43.012464 - 64,,17,77.4629521368111
WFR-00107,LOT-4,Lithography,124.1392466997357,2.9670745680197697,2,EQ-PHOTO-02:2025-01-01T16:13:15.025436 - 52,,10,96.70979179021522
WFR-00108,LOT-1,Etching,144.66422095687136,3.1923294887423164,1,EQ-ETCH-08:2025-01-17T15:12:43.527314 - 88,,13,114.9717247596606
WFR-00109,LOT-4,Etching,136.13248399830815,3.3721119447242303,2,EQ-ETCH-06:2025-01-25T23:55:18.532563 - 34,,9,127.65445344626205
WFR-00110,LOT-1,Etching,153.73162681336842,3.5051257102485174,0,EQ-ETCH-03:2025-01-11T17:27:22.805638 - 21,,6,151.01824936302722
WFR-00111,LOT-3,Deposition,179.7421587586679,2.908269987987466,2,EQ-ETCH-01:2025-03-31T21:13:32.480995 - 28,,19,144.17100883298144
WFR-00112,LOT-3,Lithography,112.65913910747898,,1,EQ-ETCH-06:2025-04-04T17:41:28.195249 - 84,,8,60.970567886518054
WFR-00113,LOT-4,Lithography,143.13183113178388,,1,EQ-PHOTO-09:2025-02-06T21:11:39.712742 - 67,,16,195.75831485371475
WFR-00114,LOT-3,Etching,163.33450835046418,2.940471567968206,0,EQ-PHOTO-01:2025-03-18T09:13:01.748625 - 80,,8,177.0550843537804
WFR-00115,LOT-2,Etching,157.9176654503007,3.602386432967738,1,EQ-PHOTO-05:2025-04-10T03:20:12.756571 - 70,,14,109.9199451036268
WFR-00116,LOT-1,Deposition,134.0660550702054,3.100025213638717,1,EQ-ETCH-08:2025-01-16T15:53:26.644296 - 20,,9,143.05105896371248
WFR-00117,LOT-1,Implantation,173.79862091103558,,1,EQ-PHOTO-03:2025-01-01T23:21:16.446948 - 24,,9,179.99840918937062
WFR-00118,LOT-3,Etching,155.23635161289357,2.7372290879209515,2,EQ-PHOTO-02:2025-03-22T11:04:08.923371 - 65,Particle,9,188.8800841455044
WFR-00119,LOT-3,Etching,151.38376360641837,3.6073142703357286,2,EQ-PHOTO-01:2025-03-17T20:32:34.143818 - 88,Particle,18,192.11083913878187
WFR-00120,LOT-3,Etching,170.38447934650142,3.078381281855316,1,EQ-ETCH-08:2025-04-02T16:35:40.215933 - 29,Overetch,10,66.31824611061948
WFR-00121,LOT-1,Etching,151.5914617606171,3.20884665567076,1,EQ-ETCH-06:2025-03-18T19:13:41.984369 - 67,Particle,12,52.94826338497251
WFR-00122,LOT-1,Deposition,138.92618539171863,2.141600586435072,0,EQ-ETCH-05:2025-01-26T08:00:36.801557 - 62,,9,152.44290935903254
WFR-00123,LOT-3,Deposition,131.48961703144215,3.555182783991257,1,EQ-PHOTO-08:2025-01-11T11:11:56.387517 - 43,,12,63.75309259861245
WFR-00124,LOT-2,Deposition,193.80122518083925,2.908119120232544,4,EQ-ETCH-02:2025-02-01T00:51:03.765877 - 95,,18,141.86337051121598
WFR-00125,LOT-1,Lithography,165.864947624966,3.247549996168885,1,EQ-ETCH-03:2025-02-28T03:02:22.000040 - 84,,10,84.13809690968594
WFR-00126,LOT-2,Deposition,142.3536130938207,2.8358467760358588,1,EQ-PHOTO-08:2025-04-02T11:22:21.038481 - 74,,9,104.5320664977101
WFR-00127,LOT-1,Deposition,175.42700514317625,3.576145691356886,5,EQ-PHOTO-01:2025-02-26T19:07:58.643457 - 91,,13,178.4784701882133
WFR-00128,LOT-3,Lithography,160.46958108187562,3.1133916897961424,1,EQ-ETCH-02:2025-01-25T13:42:15.120034 - 92,,17,89.04517617502191
WFR-00129,LOT-3,Deposition,150.77026232570554,3.073556858162798,1,EQ-ETCH-07:2025-03-07T08:09:15.159313 - 49,,13,69.28751432622795
WFR-00130,LOT-4,Lithography,129.41894622452008,3.9468058853655257,1,EQ-PHOTO-03:2025-04-07T18:47:00.343970 - 62,,14,141.7803170936864
WFR-00131,LOT-4,Etching,135.16625750600156,1.754041720530182,2,EQ-PHOTO-07:2025-01-25T17:01:18.190228 - 79,,17,106.04584771259489
WFR-00132,LOT-2,Deposition,169.36948846334536,2.7950951942208104,1,EQ-PHOTO-07:2025-04-04T09:40:20.290175 - 52,,19,113.31342782462691
WFR-00133,LOT-4,Etching,182.5672422340786,2.921933042677681,3,EQ-PHOTO-01:2025-03-22T12:26:53.803417 - 18,Overetch,9,176.23142943020042
WFR-00134,LOT-4,Deposition,122.54056836882826,2.5859601701874846,0,EQ-ETCH-02:2025-03-04T17:40:08.519412 - 83,,9,105.66550682477131
WFR-00135,LOT-1,Implantation,141.8468606307362,3.1659840895343265,1,EQ-ETCH-01:2025-02-16T22:30:13.852366 - 72,,12,114.29187661734767
WFR-00136,LOT-1,Etching,180.39878648188608,2.330687888017952,2,EQ-PHOTO-03:2025-03-08T04:15:04.487694 - 62,Overetch,11,155.88899224847754
WFR-00137,LOT-2,Deposition,172.24797966525287,2.3509888764869946,4,EQ-ETCH-03:2025-01-07T16:05:18.445848 - 25,,9,132.38529039597415
WFR-00138,LOT-3,Etch,160.2885491004536,3.218418838700164,2,EQ-PHOTO-08:2025-01-26T08:46:55.276154 - 32,,19,99.2866466431187
WFR-00139,LOT-1,Etching,146.31015841194673,2.5427557074489284,1,EQ-ETCH-06:2025-03-29T05:23:48.737993 - 45,,7,176.11143778558278
WFR-00140,LOT-2,Deposition,154.72006062560797,3.255921362419083,1,EQ-PHOTO-04:2025-03-21T01:12:39.147475 - 46,,7,141.6306294017014
WFR-00141,LOT-4,Deposition,145.7844839750622,,2,EQ-PHOTO-07:2025-01-30T01:22:51.588365 - 33,,16,184.57797226693
WFR-00142,LOT-4,Etching,171.45985518710404,2.5811500655790844,2,EQ-PHOTO-03:2025-01-28T07:58:26.143196 - 12,Overetch,9,118.49696334313516
WFR-00143,LOT-3,Implantation,179.56189637675143,2.5063081033666004,4,EQ-ETCH-08:2025-02-26T01:46:17.178652 - 71,,18,67.30276926284316
WFR-00144,LOT-3,Etching,136.53299447067062,2.524092376488666,0,EQ-PHOTO-08:2025-01-16T21:13:27.973788 - 92,,11,101.48124976709235
WFR-00145,LOT-3,Lithography,155.619840213988,2.785827384122752,1,EQ-ETCH-01:2025-01-02T08:11:44.027240 - 76,,11,152.8332721978372
WFR-00146,LOT-3,Implantation,148.06533537660286,2.6011201231459755,3,EQ-ETCH-01:2025-03-05T12:51:10.946804 - 46,,15,76.42238871539452
WFR-00147,LOT-1,Etch,144.74372166681,2.93752169835772,0,EQ-PHOTO-06:2025-02-10T19:28:49.678221 - 82,,11,158.82666963729272
WFR-00148,LOT-1,Implantation,147.20329927012384,2.0697637984232475,1,EQ-PHOTO-08:2025-04-07T20:53:42.469959 - 89,,15,192.79510633449576
WFR-00149,LOT-2,Lithography,176.27183766967966,2.57648722818748,3,EQ-PHOTO-01:2025-01-04T18:29:31.279957 - 79,,6,68.57467376556802
WFR-00150,LOT-4,Etching,177.38561624104847,3.624576032394507,0,EQ-ETCH-04:2025-03-15T06:03:15.840788 - 88,Overetch,10,89.63402428079382
WFR-00151,LOT-4,Implantation,140.41701577915333,2.371302345444484,1,EQ-ETCH-02:2025-02-16T13:34:23.109551 - 28,,19,190.39108965453437
WFR-00152,LOT-1,Deposition,162.99268715062067,2.6683629641121747,0,EQ-PHOTO-02:2025-03-04T09:14:56.631238 - 62,,10,76.04090777211287
WFR-00153,LOT-2,Deposition,138.8243065714258,3.619562730016837,2,EQ-ETCH-02:2025-02-08T00:33:28.727694 - 91,,15,158.00795108366452
WFR-00154,LOT-2,Lithography,114.21530539807308,2.9795517726514245,2,EQ-ETCH-05:2025-01-31T02:28:13.570796 - 37,,19,71.55439532577357
WFR-00155,LOT-1,Etching,100.0,2.138780379691352,1,EQ-ETCH-05:2025-03-08T20:14:27.457067 - 33,,12,92.75341287937732
WFR-00156,LOT-4,Etching,175.0234676955097,3.297842857700609,3,EQ-PHOTO-06:2025-04-01T05:07:49.809673 - 50,Overetch,13,123.51319531735433
WFR-00157,LOT-3,Deposition,144.31157543003633,3.5927462286125595,1,EQ-PHOTO-03:2025-03-19T09:38:47.677098 - 37,,13,145.76022564394094
WFR-00158,LOT-3,Lithography,169.9488831934779,2.987870512470801,3,EQ-PHOTO-02:2025-04-12T17:40:51.745477 - 49,,14,131.43628164793006
WFR-00159,LOT-1,Lithography,157.7424483724251,2.7207935267941123,2,EQ-PHOTO-02:2025-02-10T20:54:26.856428 - 77,,16,112.50126137507806
WFR-00160,LOT-1,Etching,167.815948436247,2.1289199931358107,2,EQ-PHOTO-04:2025-03-15T21:52:01.167596 - 15,Particle,17,98.36088871748612
WFR-00161,LOT-3,Implantation,140.98209842146431,2.7570929249415688,0,EQ-ETCH-09:2025-01-01T20:14:05.541842 - 15,,12,73.77460104050024
WFR-00162,LOT-1,Etching,175.6493254947307,2.3768347970164827,2,EQ-PHOTO-06:2025-01-21T01:03:39.439617 - 82,Overetch,13,55.21295377309754
WFR-00163,LOT-2,Deposition,181.03544995486172,2.9957632569546,2,EQ-PHOTO-07:2025-02-15T16:50:06.788289 - 77,,18,177.64448613844087
WFR-00164,LOT-1,Lithography,109.61466821993793,3.413869465264736,1,EQ-ETCH-03:2025-03-04T02:10:53.924075 - 78,,13,178.0805538813199
WFR-00165,LOT-2,Lithography,147.00416150419534,2.50550129856053,0,EQ-PHOTO-06:2025-02-04T10:43:28.822593 - 50,,9,53.08826608123871
WFR-00166,LOT-3,Deposition,176.90364782580102,3.342499526507892,2,EQ-PHOTO-04:2025-03-15T16:46:32.256584 - 68,,17,89.95966212560285
WFR-00167,LOT-1,Deposition,127.09029368200068,2.123313772835949,0,EQ-PHOTO-06:2025-02-06T04:45:02.541145 - 92,,9,190.7525410984573
WFR-00168,LOT-4,Implantation,152.6702034370978,2.876141791174094,0,EQ-PHOTO-08:2025-02-14T11:07:22.012416 - 95,,12,109.8390809658595
WFR-00169,LOT-3,Implantation,136.33341332344537,1.995516049263456,2,EQ-ETCH-08:2025-02-17T12:28:01.479555 - 79,,16,108.69576158763589
WFR-00170,LOT-1,Lithography,144.64768517830043,3.0910450823207305,1,EQ-ETCH-07:2025-01-17T01:28:28.639131 - 83,,17,166.94338883789453
WFR-00171,LOT-1,Deposition,114.53578957114928,3.563508185969942,1,EQ-ETCH-03:2025-02-13T04:22:36.670610 - 92,,16,67.70140110827839
WFR-00172,LOT-3,Implantation,500.0,2.782530838552347,1,EQ-PHOTO-09:2025-03-16T19:40:09.964763 - 27,,7,171.68541378627407
WFR-00173,LOT-4,Implantation,153.0119393323058,3.0808305850196285,1,EQ-PHOTO-04:2025-03-11T16:39:06.410918 - 38,,15,92.92321160905617
WFR-00174,LOT-2,Etching,116.66758639805091,2.7482100734693824,1,EQ-PHOTO-07:2025-03-06T10:22:55.622963 - 76,,12,136.43963155165036
WFR-00175,LOT-2,Implantation,158.3724292310818,3.176823878963347,1,EQ-ETCH-03:2025-03-05T15:58:41.157005 - 29,,14,54.683951777518416
